PUMA,Place,puma_to_place_factor,place_code
9701,"Carmet CDP, CA",0.001,11376
9701,"Cazadero CDP, CA",0.004,12146
9701,"Cloverdale city, CA",0.04,14190
9701,"Eldridge CDP, CA",0.007,21894
9701,"El Verano CDP, CA",0.019,22510
9701,"Fetters Hot Springs-Agua Caliente CDP, CA",0.019,23973
9701,"Forestville CDP, CA",0.019,24960
9701,"Fulton CDP, CA",0,28014
9701,"Geyserville CDP, CA",0.004,29420
9701,"Glen Ellen CDP, CA",0.005,30028
9701,"Graton CDP, CA",0.008,30812
9701,"Guerneville CDP, CA",0.039,31470
9701,"Healdsburg city, CA",0.056,33056
9701,"Jenner CDP, CA",0.002,37274
9701,"Kenwood CDP, CA",0.006,38156
9701,"Larkfield-Wikiup CDP, CA",0.042,40426
9701,"Monte Rio CDP, CA",0.011,48928
9701,"Occidental CDP, CA",0.008,53266
9701,"Salmon Creek CDP, CA",0.001,64252
9701,"Santa Rosa city, CA",0.065,70098
9701,"Sea Ranch CDP, CA",0.021,70712
9701,"Sebastopol city, CA",0.041,70770
9701,"Sereno del Mar CDP, CA",0.001,71000
9701,"Sonoma city, CA",0.065,72646
9701,"Temelec CDP, CA",0.012,78126
9701,"Timber Cove CDP, CA",0.002,78715
9701,"Valley Ford CDP, CA",0.001,81778
9701,"Windsor town, CA",0.112,85922
9701,Unincorporated_9701,0.342,99999
9702,"Cotati city, CA",0.066,16560
9702,"Penngrove CDP, CA",0.024,56476
9702,"Petaluma city, CA",0.478,56784
9702,"Rohnert Park city, CA",0.348,62546
9702,Unincorporated_9702,0.084,99999
9703,"Fulton CDP, CA",0.003,28014
9703,"Larkfield-Wikiup CDP, CA",0,40426
9703,"Roseland CDP, CA",0.025,62868
9703,"Santa Rosa city, CA",0.86,70098
9703,Unincorporated_9703,0.111,99999
9901,"Ceres city, CA",0.386,12524
9901,"Cowan CDP, CA",0.003,16762
9901,"Crows Landing CDP, CA",0.004,17428
9901,"Diablo Grande CDP, CA",0.012,19155
9901,"Grayson CDP, CA",0.008,30882
9901,"Keyes CDP, CA",0.045,38422
9901,"Modesto city, CA",0.001,48354
9901,"Monterey Park Tract CDP, CA",0.001,48916
9901,"Newman city, CA",0.095,51140
9901,"Parklawn CDP, CA",0.01,55728
9901,"Patterson city, CA",0.179,56112
9901,"Riverdale Park CDP, CA",0.009,61106
9901,"Salida CDP, CA",0.077,64210
9901,"Shackelford CDP, CA",0.003,71084
9901,"Westley CDP, CA",0.004,84480
9901,"West Modesto CDP, CA",0.001,84578
9901,Unincorporated_9901,0.163,99999
9902,"Bret Harte CDP, CA",0.032,8172
9902,"Bystrom CDP, CA",0.028,9353
9902,"Modesto city, CA",0.833,48354
9902,"Rouse CDP, CA",0.013,63168
9902,"Shackelford CDP, CA",0.023,71084
9902,"West Modesto CDP, CA",0.043,84578
9902,Unincorporated_9902,0.028,99999
9903,"Del Rio CDP, CA",0.008,18695
9903,"Denair CDP, CA",0.025,18856
9903,"East Oakdale CDP, CA",0.018,20907
9903,"Empire CDP, CA",0.022,22622
9903,"Hickman CDP, CA",0.003,33504
9903,"Hughson city, CA",0.036,34904
9903,"Keyes CDP, CA",0.002,38422
9903,"Modesto city, CA",0.003,48354
9903,"Oakdale city, CA",0.128,52694
9903,"Riverbank city, CA",0.115,61068
9903,"Salida CDP, CA",0.024,64210
9903,"Turlock city, CA",0.402,80812
9903,"Valley Home CDP, CA",0.001,81792
9903,"Waterford city, CA",0.043,83612
9903,Unincorporated_9903,0.169,99999
9904,"Airport CDP, CA",0.014,535
9904,"Modesto city, CA",0.974,48354
9904,Unincorporated_9904,0.012,99999
10100,"Beale AFB CDP, CA",0.014,4576
10100,"Camptonville CDP, CA",0.001,10676
10100,"Challenge-Brownsville CDP, CA",0.01,12612
10100,"Dobbins CDP, CA",0.005,19416
10100,"East Nicolaus CDP, CA",0.002,20900
10100,"Linda CDP, CA",0.099,41572
10100,"Live Oak city, CA",0.041,41936
10100,"Loma Rica CDP, CA",0.016,42412
10100,"Marysville city, CA",0.084,46170
10100,"Meridian CDP, CA",0.003,46926
10100,"Nicolaus CDP, CA",0.002,51336
10100,"Olivehurst CDP, CA",0.073,53714
10100,"Plumas Lake CDP, CA",0.031,57829
10100,"Rio Oso CDP, CA",0.002,60970
10100,"Robbins CDP, CA",0.002,62168
10100,"Smartsville CDP, CA",0.001,72282
10100,"Sutter CDP, CA",0.018,77378
10100,"Trowbridge CDP, CA",0.001,80560
10100,"Wheatland city, CA",0.022,85012
10100,"Yuba City city, CA",0.377,86972
10100,Unincorporated_10100,0.197,99999
10701,"Goshen CDP, CA",0.018,30476
10701,"Patterson Tract CDP, CA",0.011,56120
10701,"Visalia city, CA",0.931,82954
10701,"West Goshen CDP, CA",0.003,84345
10701,Unincorporated_10701,0.037,99999
10702,"East Porterville CDP, CA",0.038,21012
10702,"East Tulare Villa CDP, CA",0.005,21210
10702,"Matheny CDP, CA",0.007,46223
10702,"Plainview CDP, CA",0.005,57568
10702,"Poplar-Cotton Center CDP, CA",0.013,58191
10702,"Porterville city, CA",0.361,58240
10702,"Strathmore CDP, CA",0.016,75280
10702,"Tulare city, CA",0.407,80644
10702,"Waukena CDP, CA",0.001,83724
10702,Unincorporated_10702,0.147,99999
10703,"Allensworth CDP, CA",0.003,1010
10703,"Alpaugh CDP, CA",0.005,1164
10703,"California Hot Springs CDP, CA",0.001,9822
10703,"Camp Nelson CDP, CA",0.008,10494
10703,"Cedar Slope CDP, CA",0.002,12314
10703,"Cutler CDP, CA",0.024,17708
10703,"Delft Colony CDP, CA",0.003,18450
10703,"Dinuba city, CA",0.123,19318
10703,"Ducor CDP, CA",0.003,20032
10703,"Earlimart CDP, CA",0.042,20438
10703,"East Orosi CDP, CA",0.002,20942
10703,"El Rancho CDP, CA",0.001,22360
10703,"Exeter city, CA",0.075,23126
10703,"Farmersville city, CA",0.057,23616
10703,"Hartland CDP, CA",0.001,32324
10703,"Idlewild CDP, CA",0.001,36168
10703,"Ivanhoe CDP, CA",0.025,36910
10703,"Kennedy Meadows CDP, CA",0.002,38076
10703,"Lemon Cove CDP, CA",0.003,41110
10703,"Lindcove CDP, CA",0.003,41656
10703,"Lindsay city, CA",0.067,41712
10703,"Linnell Camp CDP, CA",0.004,41740
10703,"London CDP, CA",0.009,42566
10703,"McClenney Tract CDP, CA",0.001,44770
10703,"Monson CDP, CA",0.001,48676
10703,"Orosi CDP, CA",0.043,54372
10703,"Panorama Heights CDP, CA",0.003,55506
10703,"Pierpoint CDP, CA",0.002,57011
10703,"Pine Flat CDP, CA",0.006,57134
10703,"Pixley CDP, CA",0.018,57512
10703,"Ponderosa CDP, CA",0.003,58134
10703,"Posey CDP, CA",0,58422
10703,"Poso Park CDP, CA",0.001,58436
10703,"Richgrove CDP, CA",0.013,60606
10703,"Rodriguez Camp CDP, CA",0.001,62496
10703,"Sequoia Crest CDP, CA",0.002,70966
10703,"Seville CDP, CA",0.002,71078
10703,"Silver City CDP, CA",0.001,71932
10703,"Springville CDP, CA",0.011,73710
10703,"Sugarloaf Saw Mill CDP, CA",0.001,75592
10703,"Sugarloaf Village CDP, CA",0.001,75596
10703,"Sultana CDP, CA",0.005,75672
10703,"Terra Bella CDP, CA",0.017,78288
10703,"Teviston CDP, CA",0.007,78336
10703,"Three Rivers CDP, CA",0.027,78638
10703,"Tipton CDP, CA",0.013,78750
10703,"Tonyville CDP, CA",0.001,78932
10703,"Tooleville CDP, CA",0.002,78949
10703,"Traver CDP, CA",0.004,80280
10703,"Visalia city, CA",0,82954
10703,"Wilsonia CDP, CA",0.004,85866
10703,"Woodlake city, CA",0.043,86300
10703,"Woodville CDP, CA",0.009,86482
10703,"Yettem CDP, CA",0.001,86734
10703,Unincorporated_10703,0.291,99999
11101,"Santa Susana CDP, CA",0.011,70140
11101,"Simi Valley city, CA",0.983,72016
11101,Unincorporated_11101,0.006,99999
11102,"Bell Canyon CDP, CA",0.012,4938
11102,"Casa Conejo CDP, CA",0.018,11656
11102,"Lake Sherwood CDP, CA",0.004,39735
11102,"Oak Park CDP, CA",0.094,53116
11102,"Simi Valley city, CA",0,72016
11102,"Thousand Oaks city, CA",0.846,78582
11102,Unincorporated_11102,0.025,99999
11103,"Channel Islands Beach CDP, CA",0.034,12669
11103,"Oxnard city, CA",0.82,54652
11103,"Port Hueneme city, CA",0.146,58296
11103,Unincorporated_11103,0,99999
11104,"El Rio CDP, CA",0,22370
11104,"Oxnard city, CA",0.075,54652
11104,"San Buenaventura (Ventura) city, CA",0.911,65042
11104,"Saticoy CDP, CA",0.006,70322
11104,Unincorporated_11104,0.008,99999
11105,"El Rio CDP, CA",0.042,22370
11105,"Fillmore city, CA",0.11,24092
11105,"Meiners Oaks CDP, CA",0.035,46702
11105,"Mira Monte CDP, CA",0.075,48046
11105,"Moorpark city, CA",0.057,49138
11105,"Oak View CDP, CA",0.038,53182
11105,"Ojai city, CA",0.084,53476
11105,"Oxnard city, CA",0.013,54652
11105,"Piru CDP, CA",0.014,57372
11105,"San Buenaventura (Ventura) city, CA",0,65042
11105,"Santa Paula city, CA",0.217,70042
11105,"Simi Valley city, CA",0.109,72016
11105,Unincorporated_11105,0.205,99999
11106,"Camarillo city, CA",0.585,10046
11106,"Lake Sherwood CDP, CA",0.009,39735
11106,"Moorpark city, CA",0.192,49138
11106,"Oxnard city, CA",0.071,54652
11106,"Santa Rosa Valley CDP, CA",0.026,70130
11106,"Thousand Oaks city, CA",0,78582
11106,Unincorporated_11106,0.118,99999
11300,"Clarksburg CDP, CA",0.002,13784
11300,"Davis city, CA",0.345,18100
11300,"Dunnigan CDP, CA",0.007,20228
11300,"Esparto CDP, CA",0.014,22846
11300,"Guinda CDP, CA",0.002,31540
11300,"Knights Landing CDP, CA",0.005,38800
11300,"Madison CDP, CA",0.002,45064
11300,"Monument Hills CDP, CA",0.008,49045
11300,"University of California Davis CDP, CA",0.015,81302
11300,"West Sacramento city, CA",0.249,84816
11300,"Winters city, CA",0.031,86034
11300,"Woodland city, CA",0.264,86328
11300,"Yolo CDP, CA",0.002,86804
11300,Unincorporated_11300,0.055,99999
