FID,FID_Projec,Zone,FID_CA_Pla,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Area
1328,9,3,962,06,39318,02628746,0639318,La Honda,La Honda CDP,57,U1,N,N,G4210,S,11017290,20735,+37.3177370,-122.2586259,17483474.21
1329,9,3,992,06,40508,02583053,0640508,La Selva Beach,La Selva Beach CDP,57,U1,N,N,G4210,S,13718837,0,+36.9273746,-121.8444035,21507092.75
1330,9,3,995,06,40592,02408578,0640592,Las Lomas,Las Lomas CDP,57,U1,N,N,G4210,S,2685683,0,+36.8688131,-121.7316111,4204204.06
1331,9,3,1010,06,41282,02408606,0641282,Lexington Hills,Lexington Hills CDP,57,U1,N,N,G4210,S,12220483,88518,+37.1590159,-121.9887929,606239.29
1332,9,3,1022,06,41922,02408622,0641922,Live Oak,Live Oak CDP,57,U1,N,N,G4210,S,8398287,0,+36.9860244,-121.9804135,13186909.59
1333,9,3,1027,06,42384,02628753,0642384,Loma Mar,Loma Mar CDP,57,U1,N,N,G4210,S,4492681,0,+37.2657975,-122.3006848,7106279.89
1334,9,3,1029,06,42510,02583060,0642510,Lompico,Lompico CDP,57,U1,N,N,G4210,S,8738098,315,+37.1146189,-122.0527676,13765534.03
1335,9,3,1067,06,45820,02628816,0645820,Marin City,Marin City CDP,57,U1,N,N,G4210,S,1390169,0,+37.8711561,-122.5137358,2234613.77
1336,9,3,1109,06,48718,02583085,0648718,Montalvin Manor,Montalvin Manor CDP,57,U2,N,N,G4210,S,833610,0,+37.9975896,-122.3300901,1344556.18
1337,9,3,1110,06,48760,02408858,0648760,Montara,Montara CDP,57,U1,N,N,G4210,S,10044671,0,+37.5482577,-122.4923687,16003910.57
1338,9,3,1119,06,49446,02408873,0649446,Moss Beach,Moss Beach CDP,57,U1,N,N,G4210,S,5811039,0,+37.5183739,-122.5034816,9086279.57
1339,9,3,1120,06,49488,02408874,0649488,Moss Landing,Moss Landing CDP,57,U1,N,N,G4210,S,1029920,531987,+36.8053889,-121.7865770,2428562.27
1340,9,3,1129,06,49796,02583088,0649796,Mount Hermon,Mount Hermon CDP,57,U1,N,N,G4210,S,1688663,0,+37.0510478,-122.0533356,2656031.17
1341,9,3,1131,06,49950,02408888,0649950,Muir Beach,Muir Beach CDP,57,U1,N,N,G4210,S,1276408,0,+37.8615645,-122.5803215,2030869.08
1342,9,3,1147,06,51622,02583094,0651622,Norris Canyon,Norris Canyon CDP,57,U2,N,N,G4210,S,9162690,0,+37.7460418,-121.9887827,273306.12
1343,9,3,1151,06,51840,02408940,0651840,North Fair Oaks,North Fair Oaks CDP,57,U1,N,N,G4210,S,3103243,0,+37.4753718,-122.2034692,4935802.84
1344,9,3,1155,06,52162,02583096,0652162,North Richmond,North Richmond CDP,57,U1,N,N,G4210,S,3647916,363936,+37.9652707,-122.3706676,5878875.07
1345,9,3,1184,06,55044,02409018,0655044,Pajaro,Pajaro CDP,57,U1,N,N,G4210,S,2400621,0,+36.9016509,-121.7417042,3761170.48
1346,9,3,1185,06,55048,02583104,0655048,Pajaro Dunes,Pajaro Dunes CDP,57,U1,N,N,G4210,S,6636642,66743,+36.8682378,-121.8056960,10494504.88
1347,9,3,1192,06,55604,02583106,0655604,Paradise Park,Paradise Park CDP,57,U1,N,N,G4210,S,720544,0,+37.0062975,-122.0424133,1131991.66
1348,9,3,1197,06,56028,02583108,0656028,Pasatiempo,Pasatiempo CDP,57,U1,N,N,G4210,S,2289791,0,+37.0034208,-122.0265053,3597047.82
1349,9,3,1207,06,56756,02628775,0656756,Pescadero,Pescadero CDP,57,U1,N,N,G4210,S,10426487,22322,+37.2448941,-122.3788660,16520808.35
1350,9,3,1228,06,57825,02408992,0657825,Pleasure Point,Pleasure Point CDP,57,U2,N,N,G4210,S,1949108,3266640,+36.9597176,-121.9700357,3012912.53
1351,9,3,1231,06,57960,02409084,0657960,Point Reyes Station,Point Reyes Station CDP,57,U1,N,N,G4210,S,9364185,0,+38.0846469,-122.8092262,15137261.34
1352,9,3,1243,06,58870,02409105,0658870,Prunedale,Prunedale CDP,57,U1,N,N,G4210,S,119300201,369272,+36.8117473,-121.6549596,186896496
1353,9,3,1266,06,60928,02409173,0660928,Rio del Mar,Rio del Mar CDP,57,U1,N,N,G4210,S,7770300,4173062,+36.9578994,-121.8848228,12394240.41
1354,9,3,1275,06,62490,02409201,0662490,Rodeo,Rodeo CDP,57,U1,N,N,G4210,S,9702959,2291474,+38.0366050,-122.2539556,15667520.85
1355,9,3,1278,06,62700,02409202,0662700,Rollingwood,Rollingwood CDP,57,U1,N,N,G4210,S,439406,0,+37.9653932,-122.3305499,708116.57
1356,9,3,1303,06,67070,02409255,0667070,San Geronimo,San Geronimo CDP,57,U1,N,N,G4210,S,3906904,0,+38.0067127,-122.6632658,3036319.14
1357,9,3,1304,06,68112,02409260,0668112,San Lorenzo,San Lorenzo CDP,57,U1,N,N,G4210,S,7173389,17052,+37.6744403,-122.1351339,11468808.66
1358,9,3,1321,06,70644,02583132,0670644,Seacliff,Seacliff CDP,57,U1,N,N,G4210,S,1985369,2027,+36.9766270,-121.9183586,3032018.89
1359,9,3,1353,06,72688,02408757,0672688,Soquel,Soquel CDP,57,U1,N,N,G4210,S,11908697,0,+36.9977584,-121.9482511,18704667.73
1360,9,3,1363,06,73612,02408789,0673612,Spreckels,Spreckels CDP,57,U1,N,N,G4210,S,316377,0,+36.6247156,-121.6464870,492149.91
1361,9,3,1372,06,73906,02409994,0673906,Stanford,Stanford CDP,57,U1,N,N,G4210,S,7073378,117653,+37.4270211,-122.1677467,7652.65
1362,9,3,1375,06,74172,02410001,0674172,Stinson Beach,Stinson Beach CDP,57,U1,N,N,G4210,S,3731342,47864,+37.9078230,-122.6393174,5747943.49
1363,9,3,1381,06,75315,02410013,0675315,Strawberry,Strawberry CDP,57,U1,N,N,G4210,S,3442195,1509897,+37.8912497,-122.5091657,5691473.73
1364,9,3,1391,06,77042,02410033,0677042,Sunol,Sunol CDP,57,U1,N,N,G4210,S,72092495,34319,+37.5859346,-121.8804556,28927496.16
1365,9,3,1400,06,77805,02410054,0677805,Tamalpais-Homestead Valley,Tamalpais-Homestead Valley CDP,57,U2,N,N,G4210,S,12135241,159394,+37.8790388,-122.5377851,19601446.02
1366,9,3,1401,06,77924,02410059,0677924,Tara Hills,Tara Hills CDP,57,U1,N,N,G4210,S,1721647,0,+37.9938517,-122.3187528,2776629.19
1367,9,3,1421,06,78890,02409330,0678890,Tomales,Tomales CDP,57,U1,N,N,G4210,S,859286,0,+38.2470303,-122.9053554,1395398.36
1368,9,3,1440,06,81050,02409372,0681050,Twin Lakes,Twin Lakes CDP,57,U1,N,N,G4210,S,1788076,1348072,+36.9613777,-121.9917482,3068831.75
1369,9,3,1449,06,81778,02583173,0681778,Valley Ford,Valley Ford CDP,57,U1,N,N,G4210,S,6842484,0,+38.3245599,-122.9147330,66251.77
1370,9,3,1487,06,84536,02409555,0684536,West Menlo Park,West Menlo Park CDP,57,U1,N,N,G4210,S,1260852,0,+37.4337899,-122.2034156,2003214.94
1371,9,3,1521,06,87090,02583188,0687090,Zayante,Zayante CDP,57,U1,N,N,G4210,S,7058063,0,+37.0888696,-122.0413600,11112333.37
1372,10,4,32,06,44112,02412917,0644112,Los Gatos,Los Gatos town,43,C1,N,N,G4110,A,28919260,206446,+37.2329763,-121.9510656,46026906.83
1373,10,4,33,06,29504,02410591,0629504,Gilroy,Gilroy city,25,C1,N,N,G4110,A,41808104,26658,+37.0064066,-121.5853213,65720629.88
1374,10,4,34,06,70280,02411832,0670280,Saratoga,Saratoga city,25,C1,N,N,G4110,A,32319948,0,+37.2684932,-122.0254127,51125575.69
1375,10,4,48,06,10345,02409971,0610345,Campbell,Campbell city,25,C1,N,N,G4110,A,15189586,57451,+37.2802323,-121.9543517,24126166.2
1376,10,4,49,06,17610,02410278,0617610,Cupertino,Cupertino city,25,C1,Y,N,G4110,A,29295950,2520,+37.3193981,-122.0449562,46405032.83
1377,10,4,50,06,43294,02412916,0643294,Los Altos Hills,Los Altos Hills town,43,C1,N,N,G4110,A,23113664,0,+37.3672230,-122.1390911,36657889.43
1378,10,4,51,06,48956,02411142,0648956,Monte Sereno,Monte Sereno city,25,C1,N,N,G4110,A,4234580,0,+37.2404547,-121.9880928,6693557.82
1379,10,4,52,06,55282,02411362,0655282,Palo Alto,Palo Alto city,25,C1,Y,N,G4110,A,61810463,4940290,+37.3997819,-122.1427757,97683098.25
1380,10,4,53,06,68000,02411790,0668000,San Jose,San Jose city,25,C1,Y,N,G4110,A,459749746,7803332,+37.2967394,-121.8189089,733451465.8
1381,10,4,73,06,20956,02410389,0620956,East Palo Alto,East Palo Alto city,25,C1,N,N,G4110,A,6528928,298782,+37.4677798,-122.1325502,52242.88
1382,10,4,91,06,68014,02411792,0668014,San Juan Bautista,San Juan Bautista city,25,C1,N,N,G4110,A,1842015,1166,+36.8456736,-121.5377770,2883607.43
1383,10,4,92,06,46870,02411079,0646870,Menlo Park,Menlo Park city,25,C1,N,N,G4110,A,25876071,19152744,+37.4797313,-122.1480548,158474.36
1384,10,4,94,06,58380,02412499,0658380,Portola Valley,Portola Valley town,43,C1,N,N,G4110,A,23563540,3741,+37.3650457,-122.2326785,67455.91
1385,10,4,110,06,77000,02412009,0677000,Sunnyvale,Sunnyvale city,25,C1,Y,N,G4110,A,56936612,1817655,+37.3857970,-122.0263165,90263418.47
1386,10,4,111,06,49670,02411186,0649670,Mountain View,Mountain View city,25,C1,Y,N,G4110,A,31062820,719721,+37.3996860,-122.0792687,49953772.03
1387,10,4,112,06,43280,02410876,0643280,Los Altos,Los Altos city,25,C1,N,N,G4110,A,16768400,0,+37.3685375,-122.0966288,26595311.34
1388,10,4,113,06,69084,02411816,0669084,Santa Clara,Santa Clara city,25,C1,Y,N,G4110,A,47678886,0,+37.3646259,-121.9679274,75612746.19
1389,10,4,114,06,49278,02411162,0649278,Morgan Hill,Morgan Hill city,25,C1,N,N,G4110,A,33054908,0,+37.1323963,-121.6409989,52101553.25
1390,10,4,268,06,03064,02409745,0603064,Atascadero,Atascadero city,25,C1,N,N,G4110,A,67559825,108658,+35.4858195,-120.6896669,102278234.6
1391,10,4,304,06,47766,02411113,0647766,Milpitas,Milpitas city,25,C1,Y,N,G4110,A,35174793,99377,+37.4339208,-121.8919831,55982244.05
1392,10,4,339,06,34120,02410778,0634120,Hollister,Hollister city,25,C1,N,N,G4110,A,18969922,0,+36.8563746,-121.3981157,29686217.52
1393,10,4,347,06,22300,02410415,0622300,El Paso de Robles (Paso Robles),El Paso de Robles (Paso Robles) city,25,C1,Y,N,G4110,A,50362368,29864,+35.6407402,-120.6542682,76461671.33
1394,10,4,409,06,30994,02410657,0630994,Greenfield,Greenfield city,25,C1,N,N,G4110,A,5530042,202,+36.3233901,-121.2447500,8536597.91
1395,10,4,430,06,72520,02411924,0672520,Soledad,Soledad city,25,C1,N,N,G4110,A,11431906,392635,+36.4379099,-121.3156119,99224.96
1396,10,4,473,06,26000,02410545,0626000,Fremont,Fremont city,25,C1,N,N,G4110,A,200632984,26291597,+37.4944613,-121.9411499,159881.99
1397,10,4,476,06,38520,02411544,0638520,King City,King City city,25,C1,N,N,G4110,A,9957567,359859,+36.2162833,-121.1319616,15883071.97
1398,10,4,506,06,01458,02407736,0601458,Alum Rock,Alum Rock CDP,57,U1,N,N,G4210,S,2197981,0,+37.3694001,-121.8239302,3486162.38
1399,10,4,518,06,02812,02407764,0602812,Aromas,Aromas CDP,57,U1,N,N,G4210,S,12266655,27254,+36.8747551,-121.6307316,10697953.61
1400,10,4,587,06,07974,02407899,0607974,Bradley,Bradley CDP,57,U1,N,N,G4210,S,222711,0,+35.8628398,-120.8042676,339812.34
1401,10,4,597,06,08968,02407924,0608968,Burbank,Burbank CDP,57,U1,N,N,G4210,S,1044188,0,+37.3210726,-121.9304571,1654041.82
1402,10,4,616,06,10088,02407942,0610088,Cambrian Park,Cambrian Park CDP,57,U1,N,N,G4210,S,1544437,0,+37.2562735,-121.9289025,2442290.97
1403,10,4,703,06,17232,02628724,0617232,Creston,Creston CDP,57,U1,N,N,G4210,S,1460396,12359,+35.5170972,-120.5181360,2227913.03
1404,10,4,711,06,17727,02582989,0617727,Cuyama,Cuyama CDP,57,U1,N,N,G4210,S,1174244,11429,+34.9310567,-119.6148797,1768164.08
1405,10,4,754,06,20598,02408705,0620598,East Foothills,East Foothills CDP,57,U1,N,N,G4210,S,5440825,0,+37.3825962,-121.8136881,8632572.22
1406,10,4,834,06,27080,02408267,0627080,Fruitdale,Fruitdale CDP,57,U1,N,N,G4210,S,690744,0,+37.3119242,-121.9356780,1093910.66
1407,10,4,841,06,28210,02583022,0628210,Garden Farms,Garden Farms CDP,57,U1,N,N,G4210,S,2831740,0,+35.4157817,-120.6140342,4272977.34
1408,10,4,958,06,39094,02628745,0639094,Ladera,Ladera CDP,57,U1,N,N,G4210,S,1180650,0,+37.3996004,-122.1990973,7317.57
1409,10,4,977,06,39670,02408546,0639670,Lake Nacimiento,Lake Nacimiento CDP,57,U1,N,N,G4210,S,26806628,60668,+35.7300149,-120.8700490,40859398.89
1410,10,4,1010,06,41282,02408606,0641282,Lexington Hills,Lexington Hills CDP,57,U1,N,N,G4210,S,12220483,88518,+37.1590159,-121.9887929,18810244.78
1411,10,4,1024,06,42146,02583058,0642146,Lockwood,Lockwood CDP,57,U1,N,N,G4210,S,28157115,86923,+35.9404553,-121.0790725,43179323.8
1412,10,4,1042,06,44378,02408147,0644378,Loyola,Loyola CDP,57,U1,N,N,G4210,S,3736805,0,+37.3501030,-122.0981255,5923830.54
1413,10,4,1137,06,51028,02583090,0651028,New Cuyama,New Cuyama CDP,57,U1,N,N,G4210,S,1827436,0,+34.9421482,-119.6807618,2725899.6
1414,10,4,1165,06,53160,02583101,0653160,Oak Shores,Oak Shores CDP,57,U1,N,N,G4210,S,13118861,454,+35.7689746,-120.9788544,19967306.19
1415,10,4,1215,06,57070,02583113,0657070,Pine Canyon,Pine Canyon CDP,57,U1,N,N,G4210,S,8639261,2301,+36.1720725,-121.1430132,13289462.71
1416,10,4,1243,06,58870,02409105,0658870,Prunedale,Prunedale CDP,57,U1,N,N,G4210,S,119300201,369272,+36.8117473,-121.6549596,132733.86
1417,10,4,1265,06,60706,02409168,0660706,Ridgemark,Ridgemark CDP,57,U1,N,N,G4210,S,6656240,0,+36.8082406,-121.3622802,10403468.05
1418,10,4,1301,06,64476,02409249,0664476,San Ardo,San Ardo CDP,57,U1,N,N,G4210,S,1163656,0,+36.0236990,-120.9073068,1782681.48
1419,10,4,1305,06,68140,02409261,0668140,San Lucas,San Lucas CDP,57,U1,N,N,G4210,S,1020821,0,+36.1283492,-121.0217318,1567993.56
1420,10,4,1306,06,68238,02409264,0668238,San Martin,San Martin CDP,57,U1,N,N,G4210,S,30032147,0,+37.0828779,-121.5963113,47275728.83
1421,10,4,1308,06,68266,02409265,0668266,San Miguel,San Miguel CDP,57,U1,N,N,G4210,S,4348735,0,+35.7534065,-120.6923963,6617190.68
1422,10,4,1311,06,69182,02583128,0669182,Santa Margarita,Santa Margarita CDP,57,U1,N,N,G4210,S,1340019,0,+35.3894265,-120.6081585,2020743.15
1423,10,4,1328,06,71134,02408721,0671134,Shandon,Shandon CDP,57,U1,N,N,G4210,S,7639225,113010,+35.6536085,-120.3831476,11766811.93
1424,10,4,1372,06,73906,02409994,0673906,Stanford,Stanford CDP,57,U1,N,N,G4210,S,7073378,117653,+37.4270211,-122.1677467,11414690.63
1425,10,4,1407,06,78162,02410065,0678162,Templeton,Templeton CDP,57,U1,N,N,G4210,S,20444501,0,+35.5559827,-120.7182087,30957010.76
1426,10,4,1429,06,80364,02583166,0680364,Tres Pinos,Tres Pinos CDP,57,U1,N,N,G4210,S,9316098,0,+36.7904289,-121.3106079,14553953.83
1427,10,4,1499,06,85222,02583185,0685222,Whitley Gardens,Whitley Gardens CDP,57,U1,N,N,G4210,S,3536345,29295,+35.6563222,-120.5081122,5412639.48
1428,11,5,269,06,31393,02410668,0631393,Grover Beach,Grover Beach city,25,C1,N,N,G4110,A,5983071,11431,+35.1208877,-120.6196642,8980433.92
1429,11,5,270,06,57414,02411429,0657414,Pismo Beach,Pismo Beach city,25,C1,N,N,G4110,A,9321798,25582385,+35.1531410,-120.6745631,14258894.13
1430,11,5,271,06,02868,02409734,0602868,Arroyo Grande,Arroyo Grande city,25,C1,Y,N,G4110,A,15106782,0,+35.1243045,-120.5848540,22633714.95
1431,11,5,286,06,08758,02409931,0608758,Buellton,Buellton city,25,C1,N,N,G4110,A,4097749,1684,+34.6154975,-120.1942368,6067066.39
1432,11,5,296,06,31414,02410672,0631414,Guadalupe,Guadalupe city,25,C1,N,N,G4110,A,3391437,13619,+34.9616314,-120.5733774,5081428.09
1433,11,5,315,06,72576,02411925,0672576,Solvang,Solvang city,25,C1,N,N,G4110,A,6281303,3053,+34.5937578,-120.1396803,9295881.35
1434,11,5,317,06,42524,02410860,0642524,Lompoc,Lompoc city,25,C1,N,N,G4110,A,30028221,201559,+34.6626889,-120.4708370,44788999.87
1435,11,5,318,06,69070,02411815,0669070,Santa Barbara,Santa Barbara city,25,C1,Y,N,G4110,A,50478061,58275323,+34.4006009,-119.7129545,84446.59
1436,11,5,319,06,69196,02411824,0669196,Santa Maria,Santa Maria city,25,C1,Y,N,G4110,A,59005328,1648788,+34.9332137,-120.4438151,90455244.89
1437,11,5,348,06,49362,02411169,0649362,Morro Bay,Morro Bay city,25,C1,N,N,G4110,A,13733900,12999817,+35.3672891,-120.8692045,20940939.3
1438,11,5,349,06,68154,02411796,0668154,San Luis Obispo,San Luis Obispo city,25,C1,Y,N,G4110,A,34018419,389255,+35.2639540,-120.6611260,51731140.64
1439,11,5,526,06,03330,02582937,0603330,Avila Beach,Avila Beach CDP,57,U1,N,N,G4210,S,15571259,575455,+35.1992773,-120.7207566,23403706.77
1440,11,5,529,06,03694,02582938,0603694,Ballard,Ballard CDP,57,U1,N,N,G4210,S,3056035,569,+34.6304728,-120.1117821,4525734.66
1441,11,5,562,06,06935,02582945,0606935,Blacklake,Blacklake CDP,57,U1,N,N,G4210,S,2707676,0,+35.0496894,-120.5386420,4049420.7
1442,11,5,609,06,09948,02582956,0609948,Callender,Callender CDP,57,U1,N,N,G4210,S,5921611,0,+35.0479724,-120.5759074,8855751.45
1443,11,5,615,06,10074,02407941,0610074,Cambria,Cambria CDP,57,U1,N,N,G4210,S,22036535,0,+35.5524795,-121.0845270,33267278.36
1444,11,5,638,06,11754,02582965,0611754,Casmalia,Casmalia CDP,57,U1,N,N,G4210,S,488123,0,+34.8375885,-120.5310715,726272.03
1445,11,5,646,06,12132,02407994,0612132,Cayucos,Cayucos CDP,57,U1,N,N,G4210,S,8028953,2418781,+35.4395808,-120.8898281,12140281.82
1446,11,5,773,06,21565,02583005,0621565,Edna,Edna CDP,57,U1,N,N,G4210,S,3158263,0,+35.2107855,-120.6059671,4741842.12
1447,11,5,842,06,29070,02583023,0629070,Garey,Garey CDP,57,U1,N,N,G4210,S,3275825,9827,+34.8858212,-120.3137504,4894477.55
1448,11,5,1034,06,43252,02408131,0643252,Los Alamos,Los Alamos CDP,57,U1,N,N,G4210,S,10017556,1701,+34.7299252,-120.2699090,14871687.83
1449,11,5,1035,06,44042,02583063,0644042,Los Berros,Los Berros CDP,57,U1,N,N,G4210,S,6507453,0,+35.0809068,-120.5450357,9739491.81
1450,11,5,1037,06,44168,02583064,0644168,Los Olivos,Los Olivos CDP,57,U1,N,N,G4210,S,6368257,1039,+34.6622173,-120.1173869,9437561.06
1451,11,5,1038,06,44182,02407812,0644182,Los Osos,Los Osos CDP,57,U1,N,N,G4210,S,33057050,52650,+35.3043760,-120.8241225,49705643.22
1452,11,5,1039,06,44242,02583065,0644242,Los Ranchos,Los Ranchos CDP,57,U1,N,N,G4210,S,7327950,8695,+35.2133541,-120.6274899,11015221.86
1453,11,5,1099,06,48147,02408843,0648147,Mission Canyon,Mission Canyon CDP,57,U1,N,N,G4210,S,3929203,77753,+34.4527127,-119.7137501,87673.51
1454,11,5,1100,06,48186,02408845,0648186,Mission Hills,Mission Hills CDP,57,U1,N,N,G4210,S,3183261,20596,+34.6887795,-120.4397498,4749664.65
1455,11,5,1111,06,48844,02408861,0648844,Montecito,Montecito CDP,57,U1,N,N,G4210,S,24206919,264321,+34.4382292,-119.6284211,84.71
1456,11,5,1145,06,51476,02408927,0651476,Nipomo,Nipomo CDP,57,U1,N,N,G4210,S,38467858,985,+35.0306599,-120.4977565,57507224.4
1457,11,5,1170,06,53294,02408974,0653294,Oceano,Oceano CDP,57,U1,N,N,G4210,S,3967125,39217,+35.1016077,-120.6082170,5999220.39
1458,11,5,1179,06,54120,02408999,0654120,Orcutt,Orcutt CDP,57,U1,N,N,G4210,S,28813421,13902,+34.8672682,-120.4235593,42921932.98
1459,11,5,1310,06,68434,02583127,0668434,San Simeon,San Simeon CDP,57,U1,N,N,G4210,S,2063262,0,+35.6182056,-121.1374380,3129004.05
1460,11,5,1316,06,70182,02409284,0670182,Santa Ynez,Santa Ynez CDP,57,U1,N,N,G4210,S,13303045,17663,+34.6190760,-120.0939225,19714281.92
1461,11,5,1344,06,72086,02583144,0672086,Sisquoc,Sisquoc CDP,57,U1,N,N,G4210,S,5775114,10614,+34.8618175,-120.2943946,8613648.04
1462,11,5,1455,06,82072,02409501,0682072,Vandenberg AFB,Vandenberg AFB CDP,57,M2,N,N,G4210,S,57068118,225536,+34.7189408,-120.4903646,85063841.8
1463,11,5,1456,06,82086,02409502,0682086,Vandenberg Village,Vandenberg Village CDP,57,U1,N,N,G4210,S,13588474,1339,+34.7117400,-120.4619329,20158819.3
1464,11,5,1513,06,86380,02583186,0686380,Woodlands,Woodlands CDP,57,U1,N,N,G4210,S,4279723,0,+35.0288731,-120.5523933,6397238.47
1465,12,6,3,06,65042,02411779,0665042,San Buenaventura (Ventura),San Buenaventura (Ventura) city,25,C1,Y,N,G4110,A,56500370,27033715,+34.2677796,-119.2542062,82243735.06
1466,12,6,5,06,32548,02410720,0632548,Hawthorne,Hawthorne city,25,C1,N,N,G4110,A,15750339,28946,+33.9147753,-118.3480828,3063613.07
1467,12,6,6,06,36546,02410106,0636546,Inglewood,Inglewood city,25,C1,N,N,G4110,A,23485845,63502,+33.9560678,-118.3442743,2744613.61
1468,12,6,10,06,55380,02411363,0655380,Palos Verdes Estates,Palos Verdes Estates city,25,C1,N,N,G4110,A,12363800,1160,+33.7865188,-118.3949114,17932381.63
1469,12,6,11,06,62602,02410986,0662602,Rolling Hills,Rolling Hills city,25,C1,N,N,G4110,A,7742277,0,+33.7600185,-118.3471668,11230456.72
1470,12,6,18,06,09598,02409955,0609598,Calabasas,Calabasas city,25,C1,N,N,G4110,A,35497813,90645,+34.1340150,-118.6691280,2919743.57
1471,12,6,19,06,62644,02410987,0662644,Rolling Hills Estates,Rolling Hills Estates city,25,C1,N,N,G4110,A,9244326,114521,+33.7809592,-118.3253120,13581091.71
1472,12,6,29,06,10046,02409966,0610046,Camarillo,Camarillo city,25,C1,Y,N,G4110,A,50987676,24048,+34.2218233,-119.0321535,74797600.91
1473,12,6,31,06,54652,02411347,0654652,Oxnard,Oxnard city,25,C1,Y,N,G4110,A,69672461,31875278,+34.2023461,-119.2046028,103291191.4
1474,12,6,44,06,44000,02410877,0644000,Los Angeles,Los Angeles city,25,C1,Y,N,G4110,A,1214027148,88124562,+34.0193936,-118.4108248,338774010.4
1475,12,6,54,06,58296,02411462,0658296,Port Hueneme,Port Hueneme city,25,C1,N,N,G4110,A,11527567,568744,+34.1621431,-119.2041771,17318976.44
1476,12,6,95,06,40886,02411637,0640886,Lawndale,Lawndale city,25,C1,N,N,G4110,A,5113040,0,+33.8884221,-118.3531377,3183892.07
1477,12,6,129,06,84438,02412235,0684438,Westlake Village,Westlake Village city,25,C1,N,N,G4110,A,13431520,825583,+34.1366751,-118.8173674,2247139.15
1478,12,6,134,06,43000,02410866,0643000,Long Beach,Long Beach city,25,C1,Y,N,G4110,A,130317967,3004950,+33.8091789,-118.1552902,107240722.2
1479,12,6,135,06,71876,02411899,0671876,Signal Hill,Signal Hill city,25,C1,N,N,G4110,A,5636872,4445,+33.8034309,-118.1697698,7709780.03
1480,12,6,136,06,59514,02411516,0659514,Rancho Palos Verdes,Rancho Palos Verdes city,25,C1,N,N,G4110,A,34878317,132,+33.7531531,-118.3679637,50426309.46
1481,12,6,137,06,45246,02410913,0645246,Malibu,Malibu city,25,C1,N,N,G4110,A,51265527,88901,+34.0342195,-118.7794907,74484421.98
1482,12,6,153,06,17568,02410276,0617568,Culver City,Culver City city,25,C1,N,N,G4110,A,13237047,72214,+34.0058204,-118.3967807,4241910.63
1483,12,6,175,06,60018,02411535,0660018,Redondo Beach,Redondo Beach city,25,C1,N,N,G4110,A,16053735,26297,+33.8568174,-118.3771371,23277186.04
1484,12,6,176,06,80000,02412087,0680000,Torrance,Torrance city,25,C1,Y,N,G4110,A,53038407,194217,+33.8349663,-118.3414307,69682243
1485,12,6,188,06,36770,02410116,0636770,Irvine,Irvine city,25,C1,Y,N,G4110,A,169856564,885912,+33.6783986,-117.7712541,29492787.32
1486,12,6,190,06,73962,02411969,0673962,Stanton,Stanton city,25,C1,N,N,G4110,A,8022010,0,+33.8002548,-117.9934483,20745.31
1487,12,6,193,06,78582,02412065,0678582,Thousand Oaks,Thousand Oaks city,25,C1,Y,N,G4110,A,142919822,387875,+34.1932896,-118.8742350,16613680.23
1488,12,6,223,06,43224,02410875,0643224,Los Alamitos,Los Alamitos city,25,C1,N,N,G4110,A,10416218,170201,+33.7968831,-118.0610390,41384.88
1489,12,6,224,06,48256,02411123,0648256,Mission Viejo,Mission Viejo city,25,C1,N,N,G4110,A,45837210,968033,+33.6093352,-117.6564710,4499265.29
1490,12,6,227,06,65084,02411781,0665084,San Clemente,San Clemente city,25,C1,N,N,G4110,A,47542284,1965336,+33.4491445,-117.6131194,61093802.5
1491,12,6,228,06,70686,02411851,0670686,Seal Beach,Seal Beach city,25,C1,N,N,G4110,A,29221344,4360126,+33.7519180,-118.0732505,39709366.85
1492,12,6,230,06,00947,02409683,0600947,Aliso Viejo,Aliso Viejo city,25,C1,N,N,G4110,A,17921214,0,+33.5792186,-117.7289150,24516623.68
1493,12,6,231,06,36000,02410811,0636000,Huntington Beach,Huntington Beach city,25,C1,N,N,G4110,A,69762694,13438927,+33.6905687,-118.0093300,103855641.5
1494,12,6,234,06,17946,02410293,0617946,Dana Point,Dana Point city,25,C1,N,N,G4110,A,16832944,59512329,+33.4632594,-117.7130166,24619046.86
1495,12,6,236,06,25380,02410537,0625380,Fountain Valley,Fountain Valley city,25,C1,Y,N,G4110,A,23497244,33638,+33.7105823,-117.9511290,33107761.73
1496,12,6,237,06,39178,02411595,0639178,Laguna Beach,Laguna Beach city,25,C1,N,N,G4110,A,23035297,2507535,+33.5428910,-117.7624901,32133845.59
1497,12,6,238,06,39220,02411596,0639220,Laguna Hills,Laguna Hills city,25,C1,N,N,G4110,A,17103340,63580,+33.5915227,-117.6994074,17775944.8
1498,12,6,239,06,39259,02411598,0639259,Laguna Woods,Laguna Woods city,25,C1,N,N,G4110,A,8663340,2375,+33.6129246,-117.7314430,1546917.21
1499,12,6,295,06,11446,02409990,0611446,Carpinteria,Carpinteria city,25,C1,N,N,G4110,A,6697452,17315479,+34.3852905,-119.5008580,9772825.86
1500,12,6,316,06,30378,02015546,0630378,Goleta,Goleta city,25,C1,N,N,G4110,A,20334181,192562,+34.4348747,-119.8577412,30138792.63
