FID,FID_Projec,Zone,FID_CA_Pla,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Area
178,2,11,279,06,24638,02410516,0624638,Folsom,Folsom city,25,C1,Y,N,G4110,A,71762273,6107694,+38.6665966,-121.1416355,3232.61
179,2,11,306,06,06560,02409848,0606560,Biggs,Biggs city,25,C1,N,N,G4110,A,1646292,0,+39.4132906,-121.7100758,2761746.84
180,2,11,307,06,31260,02410665,0631260,Gridley,Gridley city,25,C1,N,N,G4110,A,5362193,0,+39.3621693,-121.6970846,8982282.24
181,2,11,326,06,30798,02410651,0630798,Grass Valley,Grass Valley city,25,C1,Y,N,G4110,A,12284654,0,+39.2236859,-121.0550036,20497641.4
182,2,11,335,06,13588,02409464,0613588,Citrus Heights,Citrus Heights city,25,C1,N,N,G4110,A,36851825,0,+38.6947765,-121.2879952,59191.84
183,2,11,380,06,85586,02412268,0685586,Williams,Williams city,25,C1,N,N,G4110,A,14101137,0,+39.1486777,-122.1372495,23478697.52
184,2,11,381,06,14946,02410204,0614946,Colusa,Colusa city,25,C1,N,N,G4110,A,4750690,0,+39.2048901,-122.0095754,7922589.42
185,2,11,389,06,59920,02411531,0659920,Redding,Redding city,25,C1,Y,N,G4110,A,154485022,3957246,+40.5674321,-122.3648270,274877350.7
186,2,11,390,06,71225,02411877,0671225,Shasta Lake,Shasta Lake city,25,C1,N,N,G4110,A,28284112,20452,+40.6765637,-122.3809091,49264414.58
187,2,11,410,06,59892,02411527,0659892,Red Bluff,Red Bluff city,25,C1,Y,N,G4110,A,19586966,295199,+40.1735147,-122.2415247,34092843.69
188,2,11,431,06,14498,02410190,0614498,Colfax,Colfax city,25,C1,N,N,G4110,A,3641506,0,+39.0937989,-120.9532218,6053852.84
189,2,11,432,06,02042,02409706,0602042,Anderson,Anderson city,25,C1,N,N,G4110,A,16503619,641877,+40.4505960,-122.2963035,29640843.84
190,2,11,504,06,01360,02407731,0601360,Alta Sierra,Alta Sierra CDP,57,U1,N,N,G4210,S,21551197,53117,+39.1261741,-121.0490846,35946454.29
191,2,11,510,06,02210,02582934,0602210,Antelope,Antelope CDP,57,U1,N,N,G4210,S,17702800,0,+38.7153292,-121.3609699,110823.16
192,2,11,514,06,02420,02407755,0602420,Arbuckle,Arbuckle CDP,57,U1,N,N,G4210,S,4556328,0,+39.0141953,-122.0610502,7557769.66
193,2,11,519,06,02910,02628707,0602910,Artois,Artois CDP,57,U1,N,N,G4210,S,7458251,0,+39.6331786,-122.1897577,12590449.38
194,2,11,531,06,03792,02612459,0603792,Bangor,Bangor CDP,57,U1,N,N,G4210,S,34765043,0,+39.3760873,-121.4116537,58258532.28
195,2,11,536,06,04576,02407813,0604576,Beale AFB,Beale AFB CDP,57,M2,N,N,G4210,S,26153588,25614,+39.1080613,-121.3512148,43541099.56
196,2,11,543,06,04926,02582942,0604926,Bella Vista,Bella Vista CDP,57,U1,N,N,G4210,S,57495927,367924,+40.6516720,-122.2565134,100626455.5
197,2,11,546,06,05276,02628710,0605276,Bend,Bend CDP,57,U1,N,N,G4210,S,7557756,663240,+40.2550916,-122.2109161,14131027.09
198,2,11,550,06,06070,02612472,0606070,Berry Creek,Berry Creek CDP,57,U1,N,N,G4210,S,147940040,154403,+39.6315367,-121.4053968,182296659.2
199,2,11,555,06,06475,02407839,0606475,Big Bend,Big Bend CDP,57,U1,N,N,G4210,S,14852516,230960,+41.0116151,-121.9304436,17389967.7
200,2,11,600,06,09310,02612473,0609310,Butte Creek Canyon,Butte Creek Canyon CDP,57,U1,N,N,G4210,S,53020961,69055,+39.7442296,-121.7073245,89921073.33
201,2,11,602,06,09324,02612475,0609324,Butte Valley,Butte Valley CDP,57,U1,N,N,G4210,S,47370530,29332,+39.6688044,-121.6458891,80071746.46
202,2,11,653,06,12612,02408008,0612612,Challenge-Brownsville,Challenge-Brownsville CDP,57,U2,N,N,G4210,S,25135645,0,+39.4646167,-121.2632500,32774441.18
203,2,11,656,06,12818,02612476,0612818,Cherokee,Cherokee CDP,57,U1,N,N,G4210,S,4533846,442052,+39.6508775,-121.5336463,8404345.43
204,2,11,678,06,14442,02612478,0614442,Cohasset,Cohasset CDP,57,U1,N,N,G4210,S,65540957,0,+39.9027142,-121.7448212,110288591.4
205,2,11,682,06,14554,02582979,0614554,College City,College City CDP,57,U1,N,N,G4210,S,8491757,0,+39.0063029,-122.0068288,14082513.55
206,2,11,687,06,16035,02407652,0616035,Concow,Concow CDP,57,U1,N,N,G4210,S,70981498,968640,+39.7703164,-121.5134930,121527740.1
207,2,11,693,06,16630,02407668,0616630,Cottonwood,Cottonwood CDP,57,U1,N,N,G4210,S,6012873,0,+40.3904732,-122.2861058,10376424.52
208,2,11,738,06,19416,02582996,0619416,Dobbins,Dobbins CDP,57,U1,N,N,G4210,S,20066945,187248,+39.3565902,-121.2103783,28379823.29
209,2,11,749,06,20270,02408696,0620270,Durham,Durham CDP,57,U1,N,N,G4210,S,211812404,393109,+39.6293576,-121.7907705,358127041.9
210,2,11,757,06,20900,02583004,0620900,East Nicolaus,East Nicolaus CDP,57,U1,N,N,G4210,S,11866705,0,+38.9100446,-121.5443213,19626479.2
211,2,11,780,06,22006,02628728,0622006,Elk Creek,Elk Creek CDP,57,U1,N,N,G4210,S,3753632,81504,+39.5986779,-122.5323198,6468053.98
212,2,11,790,06,22524,02583010,0622524,Elverta,Elverta CDP,57,U1,N,N,G4210,S,22900219,0,+38.7184638,-121.4454754,180949.99
213,2,11,813,06,24568,02628732,0624568,Flournoy,Flournoy CDP,57,U1,N,N,G4210,S,15012811,0,+39.9283568,-122.4461643,25560099.68
214,2,11,815,06,24750,02612480,0624750,Forbestown,Forbestown CDP,57,U1,N,N,G4210,S,16250437,15370,+39.5275837,-121.2662224,341177.54
215,2,11,819,06,24918,02612481,0624918,Forest Ranch,Forest Ranch CDP,57,U1,N,N,G4210,S,36059654,0,+39.8951785,-121.6704853,61334514.22
216,2,11,831,06,26056,02408262,0626056,French Gulch,French Gulch CDP,57,U1,N,N,G4210,S,31940354,94841,+40.7176880,-122.6293785,55820145.55
217,2,11,847,06,29392,02628801,0629392,Gerber,Gerber CDP,57,U1,N,N,G4210,S,2390410,0,+40.0614428,-122.1482381,4085626.57
218,2,11,858,06,30693,02408318,0630693,Granite Bay,Granite Bay CDP,57,U1,N,N,G4210,S,55742510,113700,+38.7604413,-121.1681961,91848469.42
219,2,11,873,06,31288,02583030,0631288,Grimes,Grimes CDP,57,U1,N,N,G4210,S,5856098,0,+39.0741540,-121.8987753,9730142.6
220,2,11,880,06,31890,02408348,0631890,Hamilton City,Hamilton City CDP,57,U1,N,N,G4210,S,807366,0,+39.7422305,-122.0125358,1367219.38
221,2,11,904,06,34428,02612482,0634428,Honcut,Honcut CDP,57,U1,N,N,G4210,S,10970686,0,+39.3325914,-121.5387589,18361742.48
222,2,11,940,06,38024,02612483,0638024,Kelly Ridge,Kelly Ridge CDP,57,U1,N,N,G4210,S,5054047,0,+39.5288032,-121.4662586,8506401.42
223,2,11,948,06,38352,02583046,0638352,Keswick,Keswick CDP,57,U1,N,N,G4210,S,8747810,325828,+40.6129587,-122.4607792,15762029.4
224,2,11,956,06,38800,02583047,0638800,Knights Landing,Knights Landing CDP,57,U1,N,N,G4210,S,1298202,0,+38.7979579,-121.7176261,12372.05
225,2,11,967,06,39460,02628747,0639460,Lake California,Lake California CDP,57,U1,N,N,G4210,S,16304669,862108,+40.3583551,-122.2088428,29598969.25
226,2,11,971,06,39514,02408556,0639514,Lakehead,Lakehead CDP,57,U1,N,N,G4210,S,12160323,1511480,+40.9034358,-122.3996577,23954189.71
227,2,11,978,06,39690,02408547,0639690,Lake of the Pines,Lake of the Pines CDP,57,U1,N,N,G4210,S,3872198,908432,+39.0387456,-121.0613410,7935100.04
228,2,11,985,06,39885,02408555,0639885,Lake Wildwood,Lake Wildwood CDP,57,U1,N,N,G4210,S,7920377,1172452,+39.2332397,-121.1977302,15176750.68
229,2,11,994,06,40536,02628748,0640536,Las Flores,Las Flores CDP,57,U1,N,N,G4210,S,926091,0,+40.0721410,-122.1573122,1583326.93
230,2,11,1013,06,41572,02408613,0641572,Linda,Linda CDP,57,U1,N,N,G4210,S,22246177,0,+39.1241350,-121.5421685,37014882.18
231,2,11,1025,06,42230,02583059,0642230,Lodoga,Lodoga CDP,57,U1,N,N,G4210,S,8772453,0,+39.3042725,-122.5059438,14670752.76
232,2,11,1028,06,42412,02408121,0642412,Loma Rica,Loma Rica CDP,57,U1,N,N,G4210,S,47876280,0,+39.3203209,-121.4038336,80103152.48
233,2,11,1036,06,44140,02408138,0644140,Los Molinos,Los Molinos CDP,57,U1,N,N,G4210,S,5682749,60710,+40.0270736,-122.0979711,9806611.17
234,2,11,1060,06,45120,02408161,0645120,Magalia,Magalia CDP,57,U1,N,N,G4210,S,36298353,10692,+39.8186978,-121.6078200,61614394.86
235,2,11,1064,06,45512,02408168,0645512,Manton,Manton CDP,57,U1,N,N,G4210,S,45833424,67403,+40.4266788,-121.8504212,60270001.8
236,2,11,1073,06,46338,02583074,0646338,Maxwell,Maxwell CDP,57,U1,N,N,G4210,S,5569331,0,+39.2770782,-122.1946759,9306798.57
237,2,11,1078,06,46632,02408810,0646632,Meadow Vista,Meadow Vista CDP,57,U1,N,N,G4210,S,13678206,402245,+39.0017176,-121.0375816,23348478.21
238,2,11,1084,06,46926,02583078,0646926,Meridian,Meridian CDP,57,U1,N,N,G4210,S,13713975,0,+39.1404373,-121.9079004,22828845.62
239,2,11,1094,06,47724,02408834,0647724,Millville,Millville CDP,57,U1,N,N,G4210,S,20839139,433335,+40.5595689,-122.1755686,36891749.32
240,2,11,1114,06,48998,02408863,0648998,Montgomery Creek,Montgomery Creek CDP,57,U1,N,N,G4210,S,8424206,124022,+40.8428384,-121.9206607,11262245.91
241,2,11,1122,06,49558,02628760,0649558,Mountain Gate,Mountain Gate CDP,57,U1,N,N,G4210,S,5124472,0,+40.7184411,-122.3262605,8929692.68
242,2,11,1136,06,51000,02583089,0651000,Newcastle,Newcastle CDP,57,U1,N,N,G4210,S,6194986,11387,+38.8667313,-121.1319837,10252655.15
243,2,11,1142,06,51336,02583093,0651336,Nicolaus,Nicolaus CDP,57,U1,N,N,G4210,S,8126870,0,+38.8980898,-121.5728737,13436646.78
244,2,11,1146,06,51574,02612484,0651574,Nord,Nord CDP,57,U1,N,N,G4210,S,5452534,0,+39.7737878,-121.9549057,9241839.02
245,2,11,1148,06,51637,02408934,0651637,North Auburn,North Auburn CDP,57,U1,N,N,G4210,S,20229542,7171,+38.9306930,-121.0810812,33488465.4
246,2,11,1156,06,52246,02628766,0652246,North San Juan,North San Juan CDP,57,U1,N,N,G4210,S,6274772,0,+39.3718104,-121.1060799,10513851.9
247,2,11,1176,06,53714,02408986,0653714,Olivehurst,Olivehurst CDP,57,U1,N,N,G4210,S,19320361,0,+39.0816662,-121.5549291,32108297.53
248,2,11,1178,06,54092,02408995,0654092,Orangevale,Orangevale CDP,57,U1,N,N,G4210,S,29826155,339774,+38.6893591,-121.2230770,1180.38
249,2,11,1182,06,54388,02409001,0654388,Oroville East,Oroville East CDP,57,U2,N,N,G4210,S,55884164,454009,+39.4936197,-121.4837545,94729716.81
250,2,11,1187,06,55086,02409019,0655086,Palermo,Palermo CDP,57,U1,N,N,G4210,S,75529065,37114,+39.4306948,-121.5228836,126831131.4
251,2,11,1188,06,55296,02409021,0655296,Palo Cedro,Palo Cedro CDP,57,U1,N,N,G4210,S,9527966,194162,+40.5515653,-122.2347094,16857356.7
252,2,11,1198,06,56042,02628772,0656042,Paskenta,Paskenta CDP,57,U1,N,N,G4210,S,2799215,0,+39.8832746,-122.5458335,4759589.71
253,2,11,1202,06,56196,02628773,0656196,Paynes Creek,Paynes Creek CDP,57,U1,N,N,G4210,S,8881033,3777,+40.3418842,-121.9249847,15310174.1
254,2,11,1205,06,56518,02409052,0656518,Penn Valley,Penn Valley CDP,57,U1,N,N,G4210,S,5494646,0,+39.1952969,-121.1941531,9160774.53
255,2,11,1206,06,56546,02628774,0656546,Penryn,Penryn CDP,57,U1,N,N,G4210,S,4750373,0,+38.8478389,-121.1699612,7843074.34
256,2,11,1214,06,57036,02583112,0657036,Pike,Pike CDP,57,U1,N,N,G4210,S,11194524,0,+39.4278430,-120.9996815,1210896.08
257,2,11,1230,06,57829,02583117,0657829,Plumas Lake,Plumas Lake CDP,57,U1,N,N,G4210,S,21717351,0,+38.9923290,-121.5579541,36001433.46
258,2,11,1241,06,58758,02583118,0658758,Princeton,Princeton CDP,57,U1,N,N,G4210,S,4755524,0,+39.4028504,-122.0212247,7975257.81
259,2,11,1242,06,58814,02628780,0658814,Proberta,Proberta CDP,57,U1,N,N,G4210,S,3707383,0,+40.0761573,-122.1776086,6339177.52
260,2,11,1246,06,59115,02612485,0659115,Rackerby,Rackerby CDP,57,U1,N,N,G4210,S,7650377,0,+39.4261136,-121.3541900,12838594.59
261,2,11,1255,06,59604,02409139,0659604,Rancho Tehama Reserve,Rancho Tehama Reserve CDP,57,U1,N,N,G4210,S,30144332,200760,+40.0040029,-122.4283397,51773132.5
262,2,11,1262,06,60592,02628783,0660592,Richfield,Richfield CDP,57,U1,N,N,G4210,S,1450062,0,+39.9738867,-122.1733048,2472085.6
263,2,11,1264,06,60662,02612486,0660662,Richvale,Richvale CDP,57,U1,N,N,G4210,S,2401175,0,+39.4937385,-121.7507688,4037341.73
264,2,11,1268,06,60970,02583121,0660970,Rio Oso,Rio Oso CDP,57,U1,N,N,G4210,S,16910395,0,+38.9517628,-121.5310300,28000961.93
265,2,11,1273,06,62168,02583123,0662168,Robbins,Robbins CDP,57,U1,N,N,G4210,S,6718587,22544,+38.8669477,-121.7070925,11135899.67
266,2,11,1274,06,62200,02612487,0662200,Robinson Mill,Robinson Mill CDP,57,U2,N,N,G4210,S,3411263,0,+39.4856263,-121.3201644,5734377.78
267,2,11,1286,06,63106,02628785,0663106,Rough and Ready,Rough and Ready CDP,57,U1,N,N,G4210,S,8217739,0,+39.2340229,-121.1380222,13715763.97
268,2,11,1287,06,63134,02409216,0663134,Round Mountain,Round Mountain CDP,57,U1,N,N,G4210,S,4342858,17581,+40.7974631,-121.9379875,7616971.44
269,2,11,1329,06,71218,02583135,0671218,Shasta,Shasta CDP,57,U1,N,N,G4210,S,28325230,11513,+40.5920212,-122.4778990,49191771.88
270,2,11,1333,06,71414,02583137,0671414,Sheridan,Sheridan CDP,57,U1,N,N,G4210,S,67429783,15380,+38.9696912,-121.3500569,111732565.4
271,2,11,1335,06,71568,02408728,0671568,Shingletown,Shingletown CDP,57,U1,N,N,G4210,S,63570624,177508,+40.5060943,-121.8556646,97903681.41
272,2,11,1347,06,72282,02628789,0672282,Smartsville,Smartsville CDP,57,U1,N,N,G4210,S,1856958,0,+39.2052729,-121.2929161,3096831
273,2,11,1357,06,73178,02408768,0673178,South Oroville,South Oroville CDP,57,U1,N,N,G4210,S,6881710,0,+39.4766761,-121.5439367,11565295.3
274,2,11,1377,06,75154,02583153,0675154,Stonyford,Stonyford CDP,57,U1,N,N,G4210,S,7504281,0,+39.3703417,-122.5444684,12573452.39
275,2,11,1393,06,77378,02410039,0677378,Sutter,Sutter CDP,57,U1,N,N,G4210,S,7862038,0,+39.1556499,-121.7492411,13093090.74
276,2,11,1413,06,78470,02410077,0678470,Thermalito,Thermalito CDP,57,U1,N,N,G4210,S,32968756,434050,+39.5089330,-121.6011162,56158850.48
277,2,11,1433,06,80560,02583169,0680560,Trowbridge,Trowbridge CDP,57,U1,N,N,G4210,S,17485768,0,+38.9263313,-121.5147219,28933103.69
278,2,11,1460,06,82786,02628796,0682786,Vina,Vina CDP,57,U1,N,N,G4210,S,3501361,0,+39.9341800,-122.0517059,5962265.07
279,2,11,1516,06,86678,02612489,0686678,Yankee Hill,Yankee Hill CDP,57,U1,N,N,G4210,S,15603918,5269,+39.6963388,-121.5165419,26401400.7
280,3,12,20,06,05290,02409833,0605290,Benicia,Benicia city,25,C1,N,N,G4110,A,33485701,7228782,+38.0691473,-122.1511998,55364554.02
281,3,12,21,06,19402,02410343,0619402,Dixon,Dixon city,25,C1,N,N,G4110,A,18460242,249127,+38.4475120,-121.8242225,30548820.29
282,3,12,22,06,60984,02410955,0660984,Rio Vista,Rio Vista city,25,C1,N,N,G4110,A,17188310,1042883,+38.1751526,-121.7085860,29548603.64
283,3,12,24,06,75630,02411995,0675630,Suisun City,Suisun City city,25,C1,N,N,G4110,A,10632489,150029,+38.2483339,-122.0100659,17509835.17
284,3,12,80,06,12524,02409430,0612524,Ceres,Ceres city,25,C1,N,N,G4110,A,24233112,14310,+37.5991087,-120.9684320,38689561.56
285,3,12,81,06,34904,02410804,0634904,Hughson,Hughson city,25,C1,N,N,G4110,A,5032668,0,+37.6021002,-120.8659790,8031649.44
286,3,12,82,06,51140,02411247,0651140,Newman,Newman city,25,C1,N,N,G4110,A,5340332,0,+37.3156543,-121.0211254,8458164.77
287,3,12,85,06,52694,02411291,0652694,Oakdale,Oakdale city,25,C1,N,N,G4110,A,15602846,100948,+37.7616661,-120.8464343,25168869.43
288,3,12,86,06,19612,02410348,0619612,Dos Palos,Dos Palos city,25,C1,N,N,G4110,A,3494397,0,+36.9854237,-120.6338446,5486781.21
289,3,12,87,06,31568,02410677,0631568,Gustine,Gustine city,25,C1,N,N,G4110,A,4017002,0,+37.2545144,-120.9948698,6352010.7
290,3,12,89,06,42006,02410850,0642006,Livingston,Livingston city,25,C1,N,N,G4110,A,9518115,7397,+37.3872812,-120.7249430,15115404.04
291,3,12,98,06,81666,02412142,0681666,Vallejo,Vallejo city,25,C1,Y,N,G4110,A,79438815,48871171,+38.1079211,-122.2639644,52917890.87
292,3,12,130,06,80812,02412114,0680812,Turlock,Turlock city,25,C1,N,N,G4110,A,43830795,69528,+37.5045611,-120.8569962,69880329.51
293,3,12,160,06,56112,02411383,0656112,Patterson,Patterson city,25,C1,N,N,G4110,A,15244846,222151,+37.4740526,-121.1433883,24599690.74
294,3,12,161,06,61068,02410962,0661068,Riverbank,Riverbank city,25,C1,N,N,G4110,A,10488497,68157,+37.7256023,-120.9381351,16903642.8
295,3,12,162,06,83612,02412192,0683612,Waterford,Waterford city,25,C1,N,N,G4110,A,6108059,63332,+37.6426846,-120.7541520,9859601.21
296,3,12,163,06,48354,02411130,0648354,Modesto,Modesto city,25,C1,Y,N,G4110,A,111285594,4760783,+37.6375332,-121.0030494,185373478.8
297,3,12,164,06,33000,02410724,0633000,Hayward,Hayward city,25,C1,Y,N,G4110,A,117943767,47363956,+37.6286591,-122.1024054,5324768.74
298,3,12,165,06,41992,02410848,0641992,Livermore,Livermore city,25,C1,N,N,G4110,A,69725238,9862,+37.6854667,-121.7625177,111540510
299,3,12,166,06,57792,02411441,0657792,Pleasanton,Pleasanton city,25,C1,Y,N,G4110,A,62489257,386195,+37.6671852,-121.8812304,100515360.3
300,3,12,196,06,62938,02411000,0662938,Roseville,Roseville city,25,C1,Y,N,G4110,A,111337848,3366,+38.7690012,-121.3189015,27638.12
301,3,12,197,06,72674,02411930,0672674,Sonora,Sonora city,25,C1,Y,N,G4110,A,8191453,35506,+37.9816919,-120.3826626,13263942.99
302,3,12,199,06,44028,02410878,0644028,Los Banos,Los Banos city,25,C1,N,N,G4110,A,25882634,320639,+37.0633346,-120.8402558,41226934.91
303,3,12,210,06,03162,02409752,0603162,Atwater,Atwater city,25,C1,N,N,G4110,A,15835833,11735,+37.3540494,-120.5971768,25125369.87
304,3,12,211,06,46898,02411080,0646898,Merced,Merced city,25,C1,Y,N,G4110,A,60156228,0,+37.3056953,-120.4778715,95252021.45
305,3,12,216,06,57540,02411433,0657540,Placerville,Placerville city,25,C1,N,N,G4110,A,15052769,2192,+38.7304688,-120.7969650,24775613.73
306,3,12,242,06,13882,02409474,0613882,Clayton,Clayton city,25,C1,N,N,G4110,A,9946656,0,+37.9403195,-121.9300757,16018547.25
307,3,12,244,06,33308,02410746,0633308,Hercules,Hercules city,25,C1,N,N,G4110,A,16607801,35149937,+38.0214271,-122.2889290,6922179.08
308,3,12,245,06,49187,02413013,0649187,Moraga,Moraga town,43,C1,N,N,G4110,A,24513532,22901,+37.8456927,-122.1232170,39412054.55
309,3,12,246,06,40704,02411633,0640704,Lathrop,Lathrop city,25,C1,N,N,G4110,A,56800129,2854497,+37.8152896,-121.3125155,95750003.83
310,3,12,247,06,42202,02410854,0642202,Lodi,Lodi city,25,C1,Y,N,G4110,A,35406139,553120,+38.1216095,-121.2907652,58195728.88
311,3,12,248,06,45484,02411024,0645484,Manteca,Manteca city,25,C1,N,N,G4110,A,53215594,61889,+37.7904975,-121.2306255,85462768.58
312,3,12,249,06,80238,02412090,0680238,Tracy,Tracy city,25,C1,N,N,G4110,A,57348808,352292,+37.7245975,-121.4455377,92390633.44
313,3,12,267,06,77392,02412019,0677392,Sutter Creek,Sutter Creek city,25,C1,N,N,G4110,A,6793252,0,+38.3928570,-120.7980620,11072605.06
314,3,12,276,06,02112,02409709,0602112,Angels,Angels city,25,C1,N,N,G4110,A,9396959,23589,+38.0710375,-120.5517286,15224887.06
315,3,12,279,06,24638,02410516,0624638,Folsom,Folsom city,25,C1,Y,N,G4110,A,71762273,6107694,+38.6665966,-121.1416355,127918467.6
316,3,12,280,06,36882,02410122,0636882,Isleton,Isleton city,25,C1,N,N,G4110,A,1138589,133509,+38.1612520,-121.6049577,2060980.05
317,3,12,281,06,59444,02411513,0659444,Rancho Cordova,Rancho Cordova city,25,C1,Y,N,G4110,A,90270322,951439,+38.5761812,-121.2466921,149470771.4
318,3,12,287,06,02252,02409715,0602252,Antioch,Antioch city,25,C1,N,N,G4110,A,76173197,1842711,+37.9790748,-121.7961950,125771407.6
319,3,12,288,06,16000,02410214,0616000,Concord,Concord city,25,C1,N,N,G4110,A,79108534,0,+37.9721891,-122.0016172,127509628.7
320,3,12,289,06,17988,02412403,0617988,Danville,Danville town,43,C1,N,N,G4110,A,46818667,0,+37.8121407,-121.9698219,75139125.08
321,3,12,290,06,46114,02411045,0646114,Martinez,Martinez city,25,C1,N,N,G4110,A,32713819,2599576,+37.9981228,-122.1144209,52820471.35
322,3,12,291,06,57456,02411430,0657456,Pittsburg,Pittsburg city,25,C1,N,N,G4110,A,44518679,5074288,+38.0199568,-121.9058201,80036718.25
323,3,12,292,06,57764,02411439,0657764,Pleasant Hill,Pleasant Hill city,25,C1,N,N,G4110,A,18325771,0,+37.9540083,-122.0758961,29523568.69
324,3,12,293,06,68378,02411805,0668378,San Ramon,San Ramon city,25,C1,Y,N,G4110,A,48244969,41682,+37.7646048,-121.9332505,77366110.89
325,3,12,294,06,83346,02412174,0683346,Walnut Creek,Walnut Creek city,25,C1,Y,N,G4110,A,51175071,31195,+37.9026660,-122.0404790,82380739.52
326,3,12,335,06,13588,02409464,0613588,Citrus Heights,Citrus Heights city,25,C1,N,N,G4110,A,36851825,0,+38.6947765,-121.2879952,60526330.85
327,3,12,336,06,22020,02410425,0622020,Elk Grove,Elk Grove city,25,C1,N,N,G4110,A,109287233,120267,+38.4146207,-121.3849614,178490973.3
328,3,12,337,06,28112,02410563,0628112,Galt,Galt city,25,C1,N,N,G4110,A,15526933,34676,+38.2669456,-121.3045439,25284447.64
329,3,12,338,06,64000,02411751,0664000,Sacramento,Sacramento city,25,C1,Y,N,G4110,A,253621861,5651667,+38.5665924,-121.4686318,424745825.3
330,3,12,350,06,53070,02411294,0653070,Oakley,Oakley city,25,C1,N,N,G4110,A,41141777,747977,+37.9939359,-121.6911388,67557146.77
331,3,12,355,06,01514,02409693,0601514,Amador City,Amador City city,25,C1,N,N,G4110,A,812631,0,+38.4189496,-120.8235481,1325860.73
332,3,12,356,06,36672,02410110,0636672,Ione,Ione city,25,C1,N,N,G4110,A,11901656,118011,+38.3600299,-120.9443428,19579829.11
333,3,12,357,06,36980,02410128,0636980,Jackson,Jackson city,25,C1,N,N,G4110,A,9660477,0,+38.3484537,-120.7723664,15731252.39
334,3,12,358,06,57834,02411446,0657834,Plymouth,Plymouth city,25,C1,N,N,G4110,A,2410844,32811,+38.4778909,-120.8410320,3993445.8
335,3,12,382,06,22790,02410453,0622790,Escalon,Escalon city,25,C1,N,N,G4110,A,5959149,174504,+37.7913346,-120.9996440,9838369.42
336,3,12,383,06,61026,02410957,0661026,Ripon,Ripon city,25,C1,N,N,G4110,A,13633063,502437,+37.7422644,-121.1321587,22643053.39
337,3,12,384,06,75000,02411987,0675000,Stockton,Stockton city,25,C1,Y,N,G4110,A,159717213,7984586,+37.9763417,-121.3133043,270339813.4
338,3,12,402,06,08142,02409902,0608142,Brentwood,Brentwood city,25,C1,N,N,G4110,A,38463708,21105,+37.9359047,-121.7185472,61969770.78
